-1 536:1 1925:1 3955:1 4872:1
-1 1091:1 3571:1 3957:1 4967:1
+1 1116:1 2172:1 3959:1 5962:1
-1 278:1 3187:1 3963:1 4872:1
-1 96:1 2712:1 3955:1 6135:1
-1 1085:1 1406:1 3963:1 5806:1
+1 561:1 3137:1 3983:1 4504:1
-1 463:1 2619:1 3957:1 6160:1
-1 581:1 3436:1 3931:1 5136:1
-1 561:1 2727:1 3956:1 5620:1
+1 1252:1 3047:1 3953:1 4813:1
-1 680:1 2368:1 3963:1 5709:1
-1 561:1 1475:1 3963:1 5435:1
-1 96:1 2897:1 3963:1 6129:1
-1 86:1 3530:1 3963:1 5029:1
+1 897:1 3097:1 3965:1 5139:1
-1 172:1 3489:1 3963:1 4971:1
-1 848:1 2158:1 3957:1 5860:1
-1 246:1 1429:1 3963:1 6337:1
-1 886:1 2527:1 3963:1 4893:1
+1 648:1 2315:1 3941:1 4539:1
-1 1039:1 1703:1 3963:1 4086:1
+1 102:1 3264:1 3955:1 5886:1
-1 96:1 3839:1 3963:1 5199:1
-1 96:1 3720:1 3957:1 6639:1
+1 96:1 3084:1 3955:1 6639:1
-1 19:1 3735:1 3963:1 6171:1
-1 536:1 3150:1 3931:1 5944:1
-1 2:1 3358:1 3941:1 5268:1
+1 861:1 2227:1 3957:1 4949:1
-1 96:1 3796:1 3965:1 5677:1
+1 1252:1 3095:1 3959:1 5455:1
+1 1298:1 2767:1 3983:1 4377:1
-1 537:1 2066:1 3965:1 5866:1
+1 65:1 3889:1 3955:1 4752:1
-1 537:1 2689:1 3983:1 6352:1
-1 1092:1 3482:1 3931:1 6033:1
+1 561:1 3521:1 3957:1 5495:1
+1 1252:1 2695:1 3957:1 5103:1
-1 871:1 2323:1 3963:1 5372:1
+1 17:1 2384:1 3942:1 6406:1
-1 1005:1 3148:1 3957:1 4187:1
+1 294:1 1623:1 3950:1 5555:1
-1 1124:1 3273:1 3956:1 5363:1
-1 96:1 1475:1 3957:1 4368:1
-1 1232:1 1976:1 3955:1 4841:1
+1 452:1 2000:1 3957:1 4826:1
-1 897:1 1475:1 3963:1 4351:1
+1 96:1 2566:1 3957:1 5968:1
-1 598:1 3406:1 3963:1 6333:1
-1 182:1 3884:1 3957:1 4322:1
-1 407:1 3792:1 3963:1 5268:1
-1 648:1 1875:1 3965:1 5351:1
-1 96:1 1644:1 3955:1 4775:1
+1 973:1 3684:1 3955:1 4400:1
+1 19:1 3807:1 3955:1 4368:1
+1 561:1 3148:1 3957:1 6295:1
+1 633:1 3912:1 3950:1 6317:1
-1 99:1 2518:1 3957:1 5435:1
+1 561:1 1523:1 3941:1 4486:1
-1 96:1 1765:1 3963:1 4481:1
+1 939:1 3275:1 3942:1 5831:1
+1 345:1 3381:1 3957:1 4712:1
+1 575:1 2891:1 3983:1 5103:1
+1 122:1 3206:1 3956:1 6635:1
+1 1331:1 2807:1 3957:1 5853:1
+1 949:1 2628:1 3957:1 5100:1
-1 1092:1 2046:1 3963:1 6277:1
+1 115:1 2561:1 3942:1 5143:1
-1 205:1 2849:1 3950:1 5075:1
+1 313:1 3000:1 3942:1 6438:1
-1 96:1 3530:1 3963:1 6169:1
+1 321:1 2325:1 3942:1 6438:1
-1 96:1 3202:1 3963:1 6441:1
-1 1310:1 2325:1 3957:1 5479:1
+1 452:1 2032:1 3957:1 4812:1
+1 561:1 3470:1 3957:1 6450:1
-1 1064:1 1617:1 3963:1 4827:1
+1 146:1 3592:1 3957:1 5435:1
+1 140:1 1725:1 3955:1 4648:1
-1 434:1 3825:1 3963:1 5879:1
-1 962:1 3884:1 3957:1 4409:1
-1 751:1 2091:1 3963:1 4478:1
-1 900:1 3165:1 3955:1 6056:1
+1 145:1 2142:1 3959:1 4599:1
-1 562:1 2180:1 3942:1 4934:1
-1 1006:1 1475:1 3963:1 4553:1
+1 1294:1 1450:1 3956:1 5241:1
+1 561:1 3272:1 3957:1 6639:1
+1 375:1 3096:1 3959:1 6570:1
+1 577:1 2507:1 3973:1 6079:1
+1 657:1 3127:1 3942:1 5361:1
+1 775:1 3595:1 3957:1 6639:1
-1 96:1 3924:1 3957:1 4063:1
+1 657:1 3242:1 3965:1 6304:1
-1 1011:1 2097:1 3963:1 5920:1
+1 945:1 2841:1 3950:1 5606:1
+1 96:1 2892:1 3960:1 6215:1
+1 237:1 3245:1 3934:1 6285:1
-1 1085:1 2036:1 3956:1 6639:1
-1 1005:1 2548:1 3957:1 5860:1
-1 260:1 2927:1 3955:1 6308:1
+1 931:1 2015:1 3956:1 6220:1
-1 871:1 3648:1 3972:1 5613:1
-1 1220:1 3371:1 3963:1 6435:1
-1 379:1 3927:1 3965:1 6105:1
-1 1006:1 2209:1 3959:1 4322:1
+1 160:1 1480:1 3983:1 6271:1
+1 96:1 1765:1 3983:1 4905:1
-1 260:1 2543:1 3955:1 5386:1
+1 886:1 3210:1 3969:1 5368:1
+1 635:1 2841:1 3965:1 6136:1
-1 394:1 3084:1 3963:1 4486:1
-1 1006:1 3070:1 3963:1 6556:1
-1 260:1 3165:1 3955:1 5862:1
-1 73:1 1911:1 3963:1 5163:1
-1 99:1 1584:1 3963:1 6247:1
-1 91:1 2537:1 3963:1 5543:1
+1 274:1 3204:1 3956:1 4103:1
-1 96:1 3795:1 3963:1 4432:1
-1 1030:1 3726:1 3963:1 4391:1
-1 227:1 3444:1 3963:1 5602:1
+1 872:1 2100:1 3965:1 4218:1
+1 979:1 3632:1 3957:1 6639:1
+1 274:1 2947:1 3950:1 4355:1
-1 1030:1 1929:1 3963:1 5075:1
-1 96:1 2977:1 3963:1 6313:1
+1 919:1 2688:1 3941:1 6202:1
+1 29:1 3421:1 3955:1 6639:1
-1 96:1 3083:1 3963:1 4686:1
-1 454:1 2158:1 3957:1 5860:1
+1 548:1 3748:1 3942:1 6438:1
+1 939:1 2409:1 3956:1 4184:1
-1 537:1 1440:1 3957:1 4491:1
+1 96:1 3626:1 3984:1 6594:1
-1 1222:1 3012:1 3963:1 5424:1
-1 229:1 1929:1 3963:1 4486:1
+1 850:1 2839:1 3959:1 4819:1
+1 1321:1 3914:1 3983:1 5075:1
+1 1047:1 3070:1 3956:1 5915:1
+1 186:1 1475:1 3957:1 5715:1
+1 471:1 1696:1 3956:1 4882:1
-1 1238:1 2871:1 3965:1 6319:1
-1 886:1 2774:1 3955:1 4966:1
-1 939:1 2750:1 3935:1 6587:1
+1 897:1 2998:1 3965:1 4356:1
+1 107:1 1622:1 3956:1 6026:1
-1 909:1 3571:1 3957:1 4015:1
-1 536:1 1503:1 3955:1 4720:1
+1 452:1 2032:1 3934:1 6065:1
-1 96:1 2570:1 3957:1 5341:1
-1 1252:1 3318:1 3941:1 4822:1
+1 772:1 3723:1 3955:1 5268:1
-1 47:1 3908:1 3956:1 4647:1
-1 452:1 2870:1 3955:1 5463:1
-1 561:1 2386:1 3957:1 5792:1
+1 747:1 2897:1 3950:1 4103:1
-1 600:1 3008:1 3955:1 5512:1
-1 146:1 3729:1 3963:1 6344:1
+1 42:1 2015:1 3948:1 6549:1
-1 1350:1 3341:1 3963:1 6054:1
+1 894:1 3592:1 3942:1 5831:1
+1 577:1 3592:1 3957:1 5513:1
+1 1085:1 3330:1 3941:1 4489:1
-1 463:1 3767:1 3975:1 4785:1
-1 89:1 3843:1 3957:1 4367:1
-1 1353:1 1570:1 3983:1 5589:1
+1 829:1 3891:1 3965:1 6044:1
-1 912:1 1414:1 3965:1 5041:1
-1 1241:1 2129:1 3965:1 6171:1
-1 721:1 2602:1 3957:1 5922:1
+1 96:1 3293:1 3957:1 4317:1
-1 561:1 2602:1 3957:1 4881:1
-1 260:1 3147:1 3963:1 5301:1
-1 909:1 1553:1 3931:1 5168:1
-1 1163:1 3072:1 3955:1 4331:1
-1 564:1 3292:1 3965:1 4915:1
-1 540:1 1475:1 3963:1 5435:1
-1 962:1 3382:1 3963:1 4163:1
+1 104:1 2229:1 3957:1 6594:1
-1 1313:1 1508:1 3957:1 4953:1
-1 227:1 2548:1 3957:1 5247:1
-1 922:1 3093:1 3957:1 4210:1
-1 779:1 3184:1 3956:1 6465:1
-1 536:1 3900:1 3963:1 5038:1
-1 220:1 3436:1 3963:1 4915:1
-1 600:1 2048:1 3955:1 4629:1
-1 461:1 3390:1 3983:1 6041:1
+1 698:1 1614:1 3959:1 4372:1
-1 91:1 3358:1 3957:1 4160:1
-1 388:1 2090:1 3956:1 5620:1
-1 861:1 2274:1 3931:1 5724:1
+1 936:1 3836:1 3956:1 6175:1
-1 1252:1 3070:1 3963:1 6556:1
+1 1293:1 2839:1 3956:1 5037:1
+1 486:1 3631:1 3957:1 4596:1
-1 240:1 2376:1 3963:1 4501:1
-1 341:1 2092:1 3938:1 4737:1
-1 388:1 3317:1 3963:1 4572:1
+1 1086:1 3487:1 3955:1 5854:1
+1 99:1 2666:1 3985:1 6204:1
+1 1259:1 1477:1 3957:1 4341:1
-1 537:1 2486:1 3963:1 5823:1
+1 146:1 1682:1 3955:1 6347:1
+1 741:1 1853:1 3973:1 5565:1
-1 537:1 1508:1 3935:1 4341:1
-1 182:1 3849:1 3963:1 4604:1
+1 781:1 2676:1 3942:1 6337:1
+1 104:1 1728:1 3953:1 4644:1
+1 285:1 1475:1 3957:1 6465:1
+1 120:1 3864:1 3955:1 6438:1
-1 886:1 1431:1 3963:1 6176:1
-1 667:1 2355:1 3963:1 5871:1
-1 96:1 2728:1 3957:1 6614:1
-1 475:1 2770:1 3963:1 4801:1
-1 476:1 3259:1 3963:1 6643:1
-1 1091:1 3593:1 3963:1 6447:1
-1 96:1 1579:1 3955:1 6304:1
+1 536:1 3527:1 3934:1 6639:1
-1 1003:1 2573:1 3963:1 4103:1
+1 702:1 3678:1 3957:1 4644:1
+1 1351:1 2015:1 3955:1 4906:1
-1 598:1 2791:1 3956:1 4486:1
-1 19:1 3571:1 3957:1 6028:1
+1 561:1 2530:1 3942:1 5361:1
-1 477:1 2988:1 3963:1 4712:1
-1 434:1 3489:1 3963:1 4400:1
+1 96:1 3924:1 3983:1 6399:1
+1 162:1 3617:1 3955:1 4693:1
-1 452:1 2849:1 3975:1 5978:1
-1 604:1 1958:1 3942:1 5670:1
+1 131:1 2924:1 3941:1 5268:1
+1 1091:1 1833:1 3977:1 4292:1
+1 1252:1 1849:1 3956:1 6341:1
+1 1097:1 2767:1 3983:1 5075:1
-1 58:1 1684:1 3963:1 6261:1
-1 146:1 1622:1 3963:1 4486:1
-1 598:1 2548:1 3957:1 4959:1
-1 378:1 3217:1 3965:1 6135:1
-1 11:1 2959:1 3963:1 4164:1
-1 96:1 2537:1 3963:1 5460:1
-1 1085:1 2032:1 3956:1 6097:1
+1 897:1 3120:1 3965:1 5068:1
-1 969:1 1422:1 3963:1 4486:1
+1 489:1 2716:1 3956:1 5075:1
-1 875:1 1770:1 3965:1 6197:1
+1 1172:1 1440:1 3973:1 5945:1
-1 1169:1 2101:1 3965:1 5659:1
-1 96:1 3296:1 3963:1 5709:1
-1 719:1 3678:1 3957:1 5335:1
-1 883:1 2469:1 3963:1 5709:1
-1 537:1 1925:1 3955:1 5550:1
+1 561:1 2501:1 3957:1 6089:1
+1 96:1 3754:1 3955:1 4086:1
+1 939:1 2602:1 3955:1 5141:1
-1 1252:1 1440:1 3963:1 4349:1
-1 531:1 1707:1 3963:1 5221:1
+1 104:1 3613:1 3942:1 4074:1
+1 939:1 3438:1 3957:1 6049:1
+1 347:1 3675:1 3941:1 5081:1
+1 738:1 1863:1 3965:1 5229:1
-1 866:1 2626:1 3963:1 4654:1
-1 714:1 2849:1 3950:1 6067:1
-1 301:1 2398:1 3963:1 5411:1
-1 727:1 2158:1 3957:1 5432:1
-1 798:1 2146:1 3957:1 6212:1
-1 695:1 3047:1 3957:1 5378:1
-1 140:1 3836:1 3963:1 6505:1
-1 1091:1 2752:1 3963:1 6520:1
-1 561:1 2695:1 3963:1 6639:1
+1 443:1 1623:1 3956:1 5242:1
-1 1195:1 2958:1 3963:1 4532:1
-1 773:1 2425:1 3963:1 4103:1
-1 598:1 3236:1 3956:1 6097:1
-1 818:1 1570:1 3956:1 5985:1
-1 165:1 3175:1 3963:1 5438:1
-1 152:1 3450:1 3963:1 5435:1
+1 897:1 3120:1 3965:1 5075:1
+1 1231:1 1507:1 3983:1 6586:1
-1 536:1 3542:1 3963:1 4801:1
-1 96:1 1475:1 3963:1 4322:1
-1 561:1 1866:1 3957:1 5164:1
+1 890:1 3148:1 3950:1 4103:1
+1 627:1 3026:1 3983:1 4322:1
-1 47:1 3050:1 3955:1 4181:1
+1 908:1 2839:1 3957:1 5435:1
-1 536:1 2407:1 3942:1 5384:1
+1 58:1 3764:1 3955:1 6530:1
-1 661:1 2066:1 3963:1 4322:1
+1 561:1 2927:1 3942:1 6438:1
-1 655:1 2105:1 3963:1 4047:1
-1 96:1 3619:1 3963:1 5467:1
+1 99:1 2009:1 3957:1 4888:1
-1 561:1 2177:1 3965:1 5435:1
-1 833:1 3358:1 3957:1 4662:1
-1 19:1 3571:1 3957:1 4506:1
-1 21:1 2860:1 3963:1 4069:1
-1 1101:1 3843:1 3963:1 6629:1
+1 146:1 1639:1 3957:1 5914:1
+1 824:1 2025:1 3966:1 6289:1
-1 909:1 2621:1 3963:1 5635:1
+1 337:1 3173:1 3957:1 4953:1
+1 301:1 2631:1 3953:1 5715:1
+1 536:1 2310:1 3955:1 4647:1
-1 96:1 1898:1 3957:1 4485:1
-1 340:1 2897:1 3963:1 4985:1
-1 96:1 1880:1 3963:1 6464:1
-1 274:1 3718:1 3983:1 4322:1
-1 96:1 1518:1 3963:1 5911:1
-1 47:1 2703:1 3963:1 4501:1
+1 260:1 3053:1 3955:1 5589:1
-1 86:1 2626:1 3963:1 6092:1
+1 561:1 2660:1 3957:1 6496:1
+1 113:1 2759:1 3965:1 5086:1
-1 237:1 1705:1 3963:1 5078:1
-1 1285:1 1945:1 3963:1 5075:1
-1 762:1 3707:1 3931:1 4507:1
-1 600:1 3927:1 3965:1 4378:1
+1 838:1 1956:1 3959:1 4613:1
-1 96:1 3825:1 3963:1 5642:1
-1 182:1 2139:1 3963:1 5435:1
-1 817:1 3758:1 3957:1 6629:1
+1 1145:1 3706:1 3959:1 5605:1
+1 96:1 2602:1 3957:1 5175:1
+1 782:1 1634:1 3957:1 4968:1
+1 897:1 3120:1 3965:1 5831:1
+1 325:1 3272:1 3983:1 5709:1
-1 1331:1 3084:1 3941:1 4391:1
-1 773:1 3001:1 3955:1 4741:1
-1 862:1 3243:1 3963:1 4511:1
-1 96:1 3625:1 3955:1 5836:1
-1 75:1 2548:1 3957:1 4132:1
-1 53:1 2836:1 3963:1 4867:1
+1 918:1 2688:1 3955:1 6438:1
-1 1010:1 3269:1 3963:1 4255:1
-1 257:1 3082:1 3963:1 5777:1
-1 708:1 3578:1 3963:1 6639:1
+1 1252:1 3253:1 3977:1 4710:1
+1 1086:1 1704:1 3955:1 4390:1
-1 635:1 3665:1 3955:1 5674:1
-1 1117:1 3096:1 3963:1 6444:1
+1 79:1 2331:1 3957:1 5631:1
+1 553:1 2312:1 3955:1 5272:1
+1 669:1 2686:1 3971:1 4606:1
-1 1252:1 1929:1 3963:1 4086:1
+1 537:1 3096:1 3955:1 6639:1
-1 96:1 2791:1 3963:1 6276:1
+1 1387:1 1475:1 3942:1 5831:1
-1 96:1 3651:1 3956:1 4074:1
-1 1252:1 1440:1 3963:1 6211:1
+1 1300:1 2346:1 3950:1 6625:1
-1 1085:1 2838:1 3942:1 6438:1
-1 554:1 2897:1 3963:1 4208:1
-1 909:1 3202:1 3931:1 4707:1
-1 717:1 2515:1 3963:1 4493:1
-1 165:1 1509:1 3963:1 4647:1
+1 536:1 3469:1 3956:1 4332:1
-1 1030:1 2756:1 3963:1 6520:1
-1 79:1 1717:1 3956:1 6134:1
-1 872:1 2063:1 3963:1 4986:1
-1 536:1 2728:1 3963:1 4047:1
-1 1252:1 2644:1 3963:1 5175:1
+1 274:1 3217:1 3950:1 4103:1
-1 757:1 2000:1 3957:1 5919:1
-1 62:1 3064:1 3957:1 5803:1
+1 536:1 3929:1 3959:1 6518:1
+1 1201:1 2965:1 3942:1 5143:1
-1 96:1 2552:1 3963:1 4545:1
-1 96:1 3849:1 3963:1 6483:1
-1 751:1 2911:1 3963:1 4208:1
+1 7:1 2013:1 3942:1 6260:1
+1 61:1 1454:1 3955:1 6553:1
-1 1348:1 1475:1 3963:1 6438:1
-1 113:1 2000:1 3957:1 6394:1
-1 96:1 1630:1 3957:1 4968:1
-1 873:1 2425:1 3955:1 5465:1
-1 99:1 1907:1 3955:1 6338:1
+1 1180:1 3169:1 3957:1 4428:1
+1 561:1 3450:1 3983:1 5404:1
-1 427:1 2326:1 3963:1 4969:1
-1 811:1 1615:1 3955:1 5470:1
+1 1047:1 1475:1 3957:1 5915:1
-1 400:1 2648:1 3963:1 5767:1
-1 1162:1 3281:1 3963:1 4409:1
-1 537:1 1622:1 3963:1 6494:1
+1 1097:1 3396:1 3955:1 5760:1
-1 345:1 3086:1 3963:1 4591:1
-1 345:1 2604:1 3963:1 5335:1
+1 1143:1 3159:1 3956:1 4595:1
+1 898:1 2167:1 3969:1 6639:1
+1 561:1 1491:1 3955:1 6229:1
-1 644:1 1620:1 3983:1 4647:1
-1 96:1 2619:1 3983:1 4438:1
+1 890:1 1430:1 3956:1 5407:1
-1 1252:1 1440:1 3963:1 4749:1
+1 1186:1 3144:1 3950:1 4844:1
+1 1220:1 1986:1 3955:1 4460:1
-1 533:1 2860:1 3963:1 5416:1
-1 1363:1 3198:1 3963:1 6447:1
-1 99:1 2977:1 3963:1 4322:1
+1 1204:1 3836:1 3957:1 4058:1
-1 439:1 1475:1 3963:1 5202:1
-1 1030:1 3012:1 3963:1 6066:1
+1 1264:1 3591:1 3957:1 4523:1
-1 641:1 3167:1 3935:1 6142:1
-1 548:1 2425:1 3963:1 4351:1
-1 96:1 1550:1 3955:1 4429:1
-1 1369:1 2930:1 3955:1 5757:1
-1 96:1 3825:1 3957:1 5368:1
+1 848:1 2167:1 3955:1 5915:1
-1 475:1 3450:1 3963:1 4486:1
+1 292:1 3341:1 3983:1 4143:1
-1 1004:1 2463:1 3963:1 4771:1
-1 284:1 2129:1 3963:1 6582:1
-1 1086:1 2998:1 3963:1 4578:1
-1 1326:1 3599:1 3955:1 5215:1
-1 857:1 2000:1 3957:1 5945:1
+1 272:1 3571:1 3957:1 4361:1
+1 216:1 1735:1 3983:1 6490:1
-1 1322:1 1590:1 3963:1 4355:1
+1 1307:1 1475:1 3957:1 5915:1
-1 531:1 2837:1 3955:1 6492:1
+1 939:1 2912:1 3941:1 5129:1
+1 871:1 3325:1 3957:1 6639:1
+1 1047:1 1475:1 3957:1 5526:1
+1 463:1 3665:1 3959:1 6581:1
-1 281:1 3675:1 3963:1 5647:1
-1 561:1 3266:1 3941:1 5343:1
-1 131:1 3571:1 3957:1 4486:1
-1 157:1 1838:1 3963:1 6133:1
+1 705:1 3592:1 3957:1 4058:1
+1 140:1 2273:1 3942:1 5760:1
+1 702:1 2353:1 3965:1 5435:1
+1 1100:1 2556:1 3957:1 6639:1
-1 96:1 2648:1 3963:1 5178:1
-1 96:1 2153:1 3965:1 4812:1
-1 146:1 3244:1 3963:1 4557:1
+1 104:1 1728:1 3941:1 6057:1
-1 1004:1 3296:1 3965:1 4268:1
+1 186:1 1475:1 3957:1 5915:1
+1 561:1 3710:1 3931:1 6473:1
+1 1004:1 3440:1 3983:1 4004:1
+1 894:1 3784:1 3956:1 5678:1
+1 168:1 3217:1 3955:1 6438:1
+1 1331:1 1845:1 3965:1 5071:1
-1 1091:1 2515:1 3963:1 4166:1
+1 1021:1 2626:1 3983:1 5351:1
+1 146:1 3450:1 3956:1 6147:1
+1 702:1 3370:1 3959:1 4629:1
+1 182:1 2952:1 3941:1 4933:1
+1 325:1 2308:1 3955:1 6530:1
+1 96:1 2187:1 3955:1 6287:1
-1 959:1 3825:1 3963:1 5143:1
-1 680:1 2725:1 3963:1 4647:1
